TIMESTAMP,YEAR1,MONTH1,DAY1,HOUR1,MM0,MM1,MM2,MM11,MM12,MM13,location,wind,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,lag14,lag15,lag16,lag17,lag18,lag19,lag20,lag21,lag22,lag23,lag24,lag25,lag26,lag27,lag28,lag29,lag30,lag31,lag32,lag33,lag34,lag35,lag36,lag37,lag38,lag39,lag40,lag41,lag42,lag43,lag44,lag45,lag46,lag47,lag48
2013030110,2013,3,1,10,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748,0.306362177,0.343670698,0.490555389,0.50747109,0.359082786,0.281458499,0.380791274,0.401090121,0.540080807
2013030111,2013,3,1,11,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748,0.306362177,0.343670698,0.490555389,0.50747109,0.359082786,0.281458499,0.380791274,0.401090121
2013030112,2013,3,1,12,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748,0.306362177,0.343670698,0.490555389,0.50747109,0.359082786,0.281458499,0.380791274
2013030113,2013,3,1,13,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748,0.306362177,0.343670698,0.490555389,0.50747109,0.359082786,0.281458499
2013030114,2013,3,1,14,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748,0.306362177,0.343670698,0.490555389,0.50747109,0.359082786
2013030115,2013,3,1,15,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748,0.306362177,0.343670698,0.490555389,0.50747109
2013030116,2013,3,1,16,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748,0.306362177,0.343670698,0.490555389
2013030117,2013,3,1,17,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748,0.306362177,0.343670698
2013030118,2013,3,1,18,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748,0.306362177
2013030119,2013,3,1,19,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074,0.520627748
2013030120,2013,3,1,20,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803,0.468189074
2013030121,2013,3,1,21,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204,0.268489803
2013030122,2013,3,1,22,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075,0.231463204
2013030123,2013,3,1,23,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217,0.26473075
2013030200,2013,3,2,0,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297,0.459731217
2013030201,2013,3,2,1,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811,0.475143297
2013030202,2013,3,2,2,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839,0.528239811
2013030203,2013,3,2,3,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.2397331,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639,0.453340839
2013030204,2013,3,2,4,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.291795881,0.2397331,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987,0.430504639
2013030205,2013,3,2,5,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.597688181,0.291795881,0.2397331,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557,0.555116987
2013030206,2013,3,2,6,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.810732057,0.597688181,0.291795881,0.2397331,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093,0.568649557
2013030207,2013,3,2,7,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.934028728,0.810732057,0.597688181,0.291795881,0.2397331,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967,0.464148093
2013030208,2013,3,2,8,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.865990028,0.934028728,0.810732057,0.597688181,0.291795881,0.2397331,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602,0.507940967
2013030209,2013,3,2,9,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.759515071,0.865990028,0.934028728,0.810732057,0.597688181,0.291795881,0.2397331,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152,0.466121602
2013030210,2013,3,2,10,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.772389795,0.759515071,0.865990028,0.934028728,0.810732057,0.597688181,0.291795881,0.2397331,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721,0.271027152
2013030211,2013,3,2,11,0.27710928133064516,0.26662343394940474,0.23122069222311828,0.25611627456111113,0.27547535683467744,0.23739203283764368,W1,0.776336793,0.772389795,0.759515071,0.865990028,0.934028728,0.810732057,0.597688181,0.291795881,0.2397331,0.291701899,0.496193953,0.731792107,0.792124784,0.53312657,0.658396759,0.658772656,0.525326552,0.591203822,0.586692964,0.46443002,0.466873402,0.609435192,0.670425695,0.697866728,0.83272248,0.897378048,0.943990208,0.929048005,0.934310681,0.847382739,0.692510088,0.608683381,0.412743158,0.399210589,0.488863825,0.759515066,0.752748788,0.506531335,0.339629726,0.290010333,0.249318671,0.36180809,0.236349962,0.298092281,0.30006578,0.268019917,0.183723328,0.183159472,0.170378721
